index,rank,crowns,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles
0,Fun Deck,3,6,0,2,0,1,4,3,3.25,1117.6393115803144,31655.633070878168,67,70.0,3.0,3922,1165,1.2333333333333334,20,4,2712.5,8,3,1,1,1
1,Competitive,2,5,0,3,1,1,4,2,3.375,2865.990530924129,92338.57193052038,84,72.0,0.0,5637,1320,1.4200000000000002,19,2,2712.5,8,3,0,0,3
2,Competitive,1,5,1,2,1,2,3,2,4.25,3980.516609819371,96167.50653783036,104,75.0,23.7,12510,1847,1.3166666666666667,5,3,2018.75,7,5,1,2,0
3,Competitive,1,7,1,0,3,3,2,0,4.875,0.0,0.0,104,79.28571428571429,49.0,13902,2100,2.075,27,1,1925.0,8,2,2,0,0
4,Competitive,1,7,0,1,4,2,1,1,3.75,1389.3322250045658,35613.10637600717,104,77.14285714285714,0.0,6475,2068,1.4285714285714284,11,2,4175.0,8,6,0,0,1
5,Competitive,3,5,0,3,1,1,5,1,4.5,4049.013034927472,97445.53135651983,104,63.0,1.8666666666666665,11483,1688,1.7399999999999998,5,2,3056.25,8,4,1,2,1
6,Competitive,1,5,1,2,4,2,1,1,3.75,6926.808834698637,223387.46109204923,104,81.0,10.0,9713,3194,1.2833333333333332,8,1,2481.25,8,5,1,1,1
7,Competitive,1,6,0,2,1,0,2,5,4.125,5679.316645368803,169756.16055648416,88,65.0,0.0,9556,1708,1.8166666666666667,6,5,3925.0,8,3,0,0,2
8,Competitive,1,4,1,3,4,3,0,1,3.25,16145.426689943426,679649.4338481433,94,82.5,7.5,5720,2037,1.2399999999999998,7,0,3062.5,8,4,1,0,3
9,Competitive,3,7,0,1,1,2,3,2,4.125,28.105510388546673,273.386788948352,90,85.71428571428571,1.1,6987,2213,1.242857142857143,22,3,3025.0,8,4,0,1,0
10,Competitive,2,6,0,2,2,1,3,2,3.625,1657.145632120268,44361.12170257844,95,85.0,0.55,6010,1223,1.1666666666666667,13,3,2381.25,8,4,1,2,1
11,Competitive,1,5,1,2,3,2,2,1,3.25,6573.133277378315,252262.85348148132,104,84.0,12.0,7268,2613,1.5166666666666668,9,2,3162.5,8,5,1,1,1
12,Competitive,3,6,0,2,2,0,2,4,4.5,2231.0148119962037,72094.1842213983,86,67.5,4.0,10459,1717,1.683333333333333,7,4,3812.5,8,3,1,1,1
13,Competitive,3,6,0,2,2,4,1,1,3.875,2621.8347277428625,84703.03617030456,104,80.0,0.0,10330,2656,1.3499999999999999,9,1,2681.25,8,3,1,1,1
14,Competitive,3,5,0,3,3,1,2,2,3.375,6671.1812216931485,199058.6111327493,104,78.0,2.0,6012,2517,1.7000000000000004,9,2,3150.0,8,4,1,1,2
15,Competitive,1,3,2,3,1,3,2,2,4.25,2054.4459345777277,56953.43031978334,101,100.0,17.7,7176,1456,2.34,3,2,2937.5,8,5,0,1,2
16,Competitive,3,5,0,3,3,0,4,1,4.125,0.0,0.0,94,72.0,0.3333333333333333,6673,1103,1.2399999999999998,11,3,2100.0,7,4,2,2,2
17,Competitive,2,5,1,2,2,3,0,3,3.125,14905.283547476025,632775.8356415333,73,96.0,10.0,5190,1172,1.1833333333333333,7,2,2706.25,8,1,1,0,2
18,Competitive,3,7,0,1,2,2,3,1,4.125,0.0,0.0,104,85.71428571428571,1.0,7503,1452,1.2714285714285711,33,2,1868.75,8,4,2,1,0
19,Competitive,3,6,0,2,1,0,6,1,4.125,13546.328317522086,365933.830281594,92,67.5,4.0,8284,1567,1.2833333333333334,20,2,2987.5,8,4,0,1,1
20,Competitive,3,7,0,1,0,5,1,2,4.125,7666.959053809759,320453.6347355262,103,77.14285714285714,0.0,12744,2942,1.4285714285714286,21,1,2487.5,8,2,1,0,1
21,Competitive,3,5,1,2,0,4,2,2,4.125,2206.733511473965,99574.94636102748,103,72.0,12.0,8934,2359,1.1333333333333335,5,3,4187.5,8,6,1,1,1
22,Competitive,1,5,1,2,3,3,1,1,4.25,2206.733511473965,99574.94636102748,95,84.0,10.0,8609,2430,1.4166666666666667,6,2,3212.5,8,5,1,0,2
23,Competitive,3,7,0,1,1,2,2,3,4.0,0.0,0.0,77,75.0,1.0,4532,2598,1.8714285714285714,26,3,3268.75,8,4,1,1,0
24,Fun Deck,3,7,0,1,1,2,2,3,3.375,8439.592038788327,215403.9058076619,82,77.14285714285714,0.0,5853,1534,1.0714285714285716,8,4,2268.75,8,2,2,0,1
25,Competitive,1,4,1,3,3,2,1,2,3.25,53694.568866490736,1497170.5011039719,87,90.0,7.5,4087,2407,1.2,8,2,3325.0,8,4,0,0,3
26,Competitive,1,5,1,2,3,1,2,2,2.75,7157.342842158856,200900.7756289367,95,102.0,12.666666666666666,5249,1332,1.3666666666666665,12,1,2812.5,8,3,1,1,1
27,Competitive,2,6,0,2,1,1,4,2,4.625,1035.9971937802788,23637.168594485276,100,62.5,0.0,13878,3582,1.4333333333333333,6,4,2081.25,8,5,1,1,1
28,Competitive,3,6,1,1,1,3,2,2,3.75,0.0,0.0,86,85.0,20.0,6660,1505,2.3857142857142857,24,2,1612.5,8,3,0,0,1
29,Competitive,1,5,1,2,2,3,1,2,3.5,0.0,0.0,73,90.0,6.666666666666667,5361,1585,2.716666666666667,8,3,3162.5,8,5,1,1,2
30,Competitive,3,6,1,1,1,3,2,2,4.25,28.105510388546673,273.386788948352,99,85.0,20.0,11138,2122,2.585714285714286,8,3,1912.5,8,4,0,0,1
31,Competitive,1,5,1,2,1,1,2,4,4.0,12076.796736062652,326587.40871681407,104,81.0,16.0,10186,2208,3.0833333333333335,6,3,2437.5,8,3,0,1,1
32,Competitive,3,5,0,3,0,2,1,5,4.0,6776.048924175228,233527.9858055159,82,78.0,0.0,7859,1842,1.38,5,4,2875.0,8,3,0,0,3
33,Competitive,2,7,0,1,4,0,2,2,3.625,0.8882978723404256,8.070194816850071,84,79.28571428571429,0.0,9567,1637,1.6428571428571428,11,3,2675.0,8,4,1,1,0
34,Competitive,3,7,0,1,1,0,4,3,4.5,0.0,0.0,77,62.142857142857146,6.0,11196,1963,1.4714285714285715,21,5,2987.5,8,3,2,1,0
35,Competitive,1,5,1,2,1,1,4,2,3.875,3732.5299666559677,104619.7842145214,103,69.0,9.333333333333334,10516,2873,3.0,5,2,2762.5,8,4,0,2,1
36,Competitive,1,5,1,2,4,2,1,1,2.875,2181.6804531335824,52962.70738890659,104,102.0,10.0,5766,2125,1.366666666666667,12,1,2700.0,8,4,1,0,2
37,Competitive,1,3,2,3,3,1,2,2,3.5,23187.73568882964,761936.4509992516,100,70.0,12.22,6185,2700,1.06,5,1,4450.0,8,4,0,1,2
38,Competitive,2,5,1,2,2,4,1,1,3.625,0.0,0.0,104,90.0,11.0,8446,2280,1.45,7,1,2800.0,8,3,1,1,1
39,Competitive,3,6,0,2,3,2,1,2,3.625,2934.253906982434,77939.45194606858,92,62.5,0.0,8367,1955,1.5166666666666666,6,3,3487.5,8,5,1,1,1
40,Competitive,2,7,0,1,2,2,2,2,3.75,2314.4010455908824,73885.21913807227,84,85.71428571428571,0.0,6575,2288,1.3857142857142855,11,2,2625.0,8,2,0,0,1
41,Competitive,2,4,1,3,3,2,1,2,3.25,53694.56886648992,1497170.5011039376,77,90.0,7.5,3562,2059,1.2,8,2,3325.0,8,4,0,0,3
42,Competitive,1,5,1,2,1,2,1,4,3.625,7749.770495584059,256878.63575753738,72,66.0,13.333333333333334,5695,1320,2.6,5,4,2912.5,8,4,0,0,2
43,Competitive,1,3,1,4,1,4,2,1,4.375,3777.9301304306123,141160.34868379094,104,75.0,12.6,8681,2909,2.95,3,0,2437.5,8,5,1,2,1
44,Competitive,1,5,1,2,3,4,0,1,2.625,78921.74504339736,3243635.4221487334,96,87.0,10.0,5459,1924,1.2333333333333334,7,2,2806.25,8,4,2,0,2
45,Competitive,1,6,0,2,2,3,2,1,4.0,2269.2796560750135,102750.02960483983,103,72.5,0.0,9506,4333,1.8166666666666667,12,2,2550.0,8,4,1,1,1
46,Competitive,3,6,0,2,3,4,0,1,3.25,28.105510388546673,273.386788948352,100,100.0,0.0,6122,3325,1.0166666666666666,7,3,1787.5,8,5,0,1,1
47,Competitive,3,3,1,4,4,1,1,2,3.125,37865.79759690604,1119372.1444498994,102,80.0,6.0,3966,3130,1.4,3,2,3700.0,8,5,0,0,4
48,Fun Deck,3,6,0,2,4,3,1,0,3.375,2287.246809243141,102951.2584160917,52,72.5,0.0,4829,1365,1.2,10,0,2750.0,8,5,2,0,2
49,Competitive,1,4,2,2,5,1,1,1,3.0,34409.273469519794,1256494.155553698,104,82.5,15.0,6074,2063,0.8500000000000001,7,1,4075.0,8,4,0,0,2
50,Competitive,3,8,0,0,0,2,4,2,4.25,0.0,0.0,73,63.75,0.0,7595,2760,1.8125,22,5,2950.0,8,3,2,0,0
51,Competitive,1,5,1,2,2,1,4,1,3.267857142857143,5693.125333105167,130083.59115151735,104,78.0,10.0,6199,943,1.45,15,2,2556.25,7,2,2,1,2
52,Competitive,2,4,1,3,2,1,4,1,3.875,3123.541110402953,82554.92205734167,103,82.5,9.5,8592,1210,1.06,22,2,2612.5,8,5,0,2,1
53,Competitive,3,5,1,2,4,1,2,1,2.75,3557.9722579710015,88532.42591006454,101,96.0,10.0,5804,896,1.2166666666666666,17,1,2993.75,8,3,1,0,2
54,Competitive,1,3,1,4,1,1,4,2,3.5,15003.12383584106,409607.4849394552,102,70.0,9.02,5868,672,1.5,3,1,4212.5,8,5,0,2,1
55,Competitive,1,7,0,1,2,0,6,0,3.5,0.8142076502732241,4.435372413939742,65,81.42857142857143,0.0,4068,1097,1.3428571428571432,19,3,2368.75,8,3,1,0,1
56,Competitive,1,3,2,3,3,1,2,2,3.5,23187.735688829554,761936.4509992225,97,70.0,12.22,5938,2651,1.06,5,1,4450.0,8,4,0,1,2
57,Competitive,3,5,1,2,1,2,2,3,4.5,0.0,0.0,86,66.0,13.333333333333334,7394,2113,2.716666666666667,19,4,2587.5,8,5,0,0,2
58,Competitive,3,5,1,2,1,3,2,2,3.875,2568.9218737042747,64873.23467217463,77,66.0,10.0,6813,1296,1.3,5,3,3062.5,8,4,0,1,1
59,Competitive,2,6,0,2,3,0,4,1,4.0,1148.3303545795134,26841.602726657293,104,72.5,0.55,11304,2634,1.9666666666666668,10,3,2831.25,8,6,1,2,0
60,Competitive,1,4,1,3,4,2,1,1,2.875,37719.09458654943,1225825.6917157131,104,97.5,7.5,4091,3052,0.8600000000000001,6,2,2950.0,8,4,0,0,3
61,Competitive,1,5,1,2,1,2,2,3,4.375,8884.832725779068,244606.8515952511,73,81.0,10.0,9269,2069,1.5666666666666664,9,4,3175.0,8,2,0,0,2
62,Competitive,1,5,1,2,3,0,4,1,3.75,1866.9156912121314,47424.29603216776,104,78.0,10.5,9841,1961,1.0999999999999999,11,1,2906.25,8,3,1,0,2
63,Competitive,1,6,0,2,1,0,6,1,4.125,0.0,0.0,104,65.0,1.05,9153,1970,1.1333333333333333,16,3,2918.75,8,4,2,2,0
64,Competitive,1,6,0,2,0,1,2,5,3.625,9550.442604326465,301780.6106163807,69,77.5,0.0,5208,1939,1.6333333333333335,20,4,3006.25,8,3,0,0,2
65,Competitive,2,6,0,2,4,1,2,1,3.8392857142857144,1717.7410281357832,43383.65541217323,103,82.5,0.0,8251,1793,1.2166666666666668,10,2,2150.0,7,2,3,2,1
66,Competitive,2,5,0,3,1,1,4,2,4.125,8180.869451035482,223592.85291168792,100,63.0,3.033333333333333,12391,1506,1.48,5,2,2756.25,8,6,1,3,0
67,Competitive,1,5,0,3,1,3,2,2,4.0,2858.861555523609,111359.82067656567,103,69.0,0.0,9882,3449,1.6199999999999999,7,1,2393.75,8,4,1,1,2
68,Competitive,1,5,1,2,2,3,2,1,2.875,7174.498074022399,316747.6371998943,92,69.0,10.0,6400,1746,1.7333333333333332,7,3,2756.25,8,3,2,1,2
69,Competitive,3,5,1,2,0,1,4,3,3.75,10.852227992818879,158.92906104127684,100,84.0,10.333333333333334,8903,990,1.2833333333333334,20,3,2650.0,8,3,2,1,1
70,Competitive,1,5,1,2,5,2,0,1,2.75,40981.99914359507,1552980.9909820752,87,90.0,10.0,5129,1965,1.0666666666666667,8,1,2737.5,8,4,1,0,2
71,Competitive,2,8,0,0,2,1,2,3,5.125,0.0,0.0,81,75.0,0.0,11725,1760,1.275,14,5,2400.0,8,3,0,0,0
72,Competitive,1,4,1,3,1,2,3,2,3.5,15790.548090126867,428126.7909750188,102,82.5,7.875,4813,1078,1.2600000000000002,18,2,4012.5,8,4,0,0,3
73,Competitive,2,7,0,1,3,1,2,2,4.25,1822.1641684476056,46499.626526262924,103,70.71428571428571,0.0,10331,1581,1.2714285714285716,26,2,2675.0,8,5,1,0,1
74,Competitive,1,4,1,3,3,2,0,3,3.5,1029.6215590153588,23932.805900038464,100,82.5,7.5,10275,1688,1.22,8,2,2650.0,8,4,0,1,2
75,Competitive,2,6,1,1,2,3,1,2,3.375,0.8882978723404256,8.070194816850071,95,95.0,15.0,8068,1388,1.1428571428571428,24,2,1956.25,8,3,1,0,1
76,Competitive,2,8,0,0,3,1,0,4,4.25,0.0,0.0,104,75.0,0.0,10185,1812,1.4,16,4,2662.5,8,5,0,0,0
77,Competitive,3,6,0,2,2,4,0,2,3.0,14905.283547475998,632775.8356415343,103,80.0,0.0,7886,2618,1.4333333333333336,8,1,2650.0,8,3,1,1,1
78,Competitive,2,7,0,1,1,2,4,1,3.5,5.387397178169929,47.81985704923583,104,81.42857142857143,1.0,7600,2347,1.3857142857142857,31,2,1631.25,8,3,3,1,0
79,Competitive,1,5,1,2,3,1,2,2,4.0,0.0,0.0,104,93.0,16.666666666666668,7994,871,2.033333333333333,28,2,1725.0,8,4,2,1,1
80,Competitive,1,7,0,1,4,2,0,2,3.125,1955.1513776006332,54407.85909931985,103,81.42857142857143,0.0,5184,2086,1.3,9,2,3900.0,8,6,0,1,0
81,Competitive,2,5,0,3,3,3,1,1,3.5,0.0,0.0,104,81.0,3.3333333333333335,7473,2015,1.3199999999999998,23,0,2525.0,8,5,1,1,2
82,Competitive,2,7,0,1,1,1,3,3,4.0,0.0,0.0,97,68.57142857142857,6.0,7785,2525,1.7857142857142858,12,5,3637.5,8,5,1,1,0
83,Competitive,1,7,0,1,1,1,1,5,3.875,7428.295781795022,213797.63374499342,79,75.0,0.0,5682,2612,1.957142857142857,11,5,3906.25,8,3,0,0,1
84,Competitive,1,6,0,2,3,3,1,1,3.125,3914.5037470157886,138801.04084662208,88,85.0,0.0,5767,2006,1.5999999999999999,24,1,2362.5,8,4,1,1,1
85,Competitive,1,7,0,1,2,2,2,2,4.125,1953.717156634587,53416.086642423,104,66.42857142857143,0.0,9830,1835,1.257142857142857,21,3,3681.25,8,4,1,0,1
86,Competitive,1,4,2,2,5,1,1,1,3.0,34409.27346951956,1256494.1555536368,96,82.5,15.0,5486,1925,0.85,7,1,4075.0,8,4,0,0,2
87,Competitive,1,7,0,1,2,2,1,3,3.5,4658.059310433903,122538.70801940179,78,85.71428571428571,0.0,5106,1143,1.1714285714285715,23,3,2518.75,8,5,1,1,0
88,Competitive,1,5,1,2,2,4,2,0,3.25,2528.437150209016,63488.651779062966,103,75.0,11.366666666666667,6673,1220,1.2,11,2,3600.0,8,5,2,2,0
89,Competitive,1,7,0,1,2,4,2,0,4.25,1107.536646371338,50441.860775579866,104,79.28571428571429,0.0,11076,3085,1.5571428571428572,29,1,1568.75,8,3,3,0,1
90,Competitive,3,7,0,1,2,2,3,1,4.375,0.0,0.0,77,64.28571428571429,4.0,8040,1358,1.457142857142857,8,2,3675.0,8,5,0,1,0
91,Competitive,1,5,1,2,0,2,3,3,4.625,4458.344140453007,124049.18172792275,92,72.0,10.0,9466,3504,1.5,19,4,3025.0,8,4,1,0,2
92,Competitive,2,6,0,2,1,1,2,4,3.875,53682.66110481832,1437721.7738654527,103,72.5,4.0,9595,2356,1.3166666666666667,6,5,2706.25,8,4,1,2,0
93,Competitive,3,5,0,3,1,0,5,2,4.0,4615.024573014629,127977.1926740099,69,75.0,1.7,7057,2073,1.7600000000000002,5,3,2750.0,8,5,1,3,0
94,Competitive,2,4,1,3,3,2,1,2,3.25,53694.568866491085,1497170.501103919,104,90.0,7.5,4960,2918,1.2,8,2,3325.0,8,4,0,0,3
95,Competitive,1,8,0,0,1,1,2,4,3.875,0.0,0.0,90,82.5,0.0,7688,1722,0.975,22,5,2925.0,8,5,0,0,0
96,Competitive,1,4,2,2,5,1,1,1,3.0,34409.27346951964,1256494.1555536906,104,82.5,15.0,6074,2063,0.8500000000000001,7,1,4075.0,8,4,0,0,2
97,Competitive,1,4,2,2,5,1,1,1,3.0,34409.27346951937,1256494.1555536762,100,82.5,15.0,5731,1993,0.85,7,1,4075.0,8,4,0,0,2
98,Competitive,1,4,1,3,0,1,5,2,4.25,12586.110538701576,351711.60900530434,100,71.25,9.5,9367,1597,3.28,4,2,3550.0,8,4,0,1,1
99,Competitive,1,4,1,3,0,1,3,4,4.125,5983.786844879732,169062.87697270748,102,67.5,9.5,8734,1677,3.4,4,3,3612.5,8,4,0,1,1
100,Competitive,3,6,1,1,2,0,2,4,4.25,0.0,0.0,96,70.0,15.0,9814,1731,1.2,12,5,3531.25,8,5,1,0,1
101,Competitive,3,6,0,2,0,3,2,3,4.875,0.0,0.0,104,70.0,2.0,12214,3413,1.1500000000000001,6,4,2825.0,8,5,0,1,1
102,Fun Deck,1,7,0,1,0,1,4,3,4.0,0.0,0.0,69,72.85714285714286,0.0,7180,1454,1.3000000000000003,21,4,3000.0,8,3,0,0,1
103,Competitive,3,6,0,2,0,2,3,3,4.125,4726.182451778985,164872.07885828527,98,80.0,4.0,10242,1650,1.45,20,3,2700.0,8,3,1,1,1
104,Competitive,2,7,0,1,1,3,2,2,4.875,1107.536646371338,50441.860775579866,73,64.28571428571429,0.0,8632,2533,1.5142857142857142,12,4,2950.0,8,5,1,0,1
105,Competitive,1,6,0,2,2,2,2,2,4.375,19162.074670053196,526536.2569688753,96,67.5,4.0,9021,2169,1.4333333333333336,11,2,3437.5,8,6,0,2,0
106,Competitive,3,6,0,2,3,2,2,1,3.8392857142857144,0.0,0.0,93,62.5,4.0,5837,1573,1.75,10,3,2337.5,7,2,2,2,1
107,Competitive,2,5,0,3,1,2,4,1,4.410714285714286,797.5230494916891,21439.55264567069,104,60.0,2.0,11131,2537,1.7399999999999998,5,3,2625.0,7,4,2,3,1
108,Competitive,1,6,0,2,3,1,2,2,3.875,3857.4921541589733,115197.23467188745,88,75.0,0.0,8977,3486,2.15,10,1,2975.0,8,3,0,1,1
109,Competitive,1,5,1,2,1,3,3,1,3.75,4647.4115687270905,122467.57678638224,103,81.0,10.0,10338,1916,1.2833333333333334,11,2,3031.25,8,3,1,1,1
110,Competitive,1,5,1,2,3,1,1,3,4.125,0.0,0.0,87,78.0,10.0,8472,1979,1.633333333333333,5,3,3212.5,7,4,1,1,2
111,Competitive,1,5,0,3,2,2,3,1,3.625,9661.410666065081,249056.74474095236,104,81.0,0.0,6692,2695,1.26,23,2,1862.5,8,4,1,1,2
112,Competitive,2,7,0,1,1,0,1,6,4.375,0.0,0.0,76,66.42857142857143,0.0,10367,1150,1.342857142857143,9,6,2887.5,8,4,1,0,1
113,Competitive,1,5,0,3,2,1,4,1,3.625,0.0,0.0,104,72.0,0.3666666666666667,8178,2748,1.7399999999999998,23,2,2737.5,8,4,1,2,1
114,Competitive,1,5,1,2,6,2,0,0,2.875,17024.01102348239,732046.3626740953,104,90.0,10.0,5703,1933,1.2,12,0,2587.5,8,4,1,0,2
115,Competitive,3,5,1,2,1,2,3,2,3.75,11644.869204314069,367744.3126792624,104,72.0,10.0,11368,1472,1.2333333333333334,11,1,2956.25,8,2,1,0,2
116,Competitive,3,8,0,0,0,2,5,1,4.75,56.21102077709336,546.773577896704,66,73.125,0.0,10125,1991,1.5875,22,4,1787.5,8,2,2,0,0
117,Competitive,3,4,2,2,2,4,2,0,4.375,0.8238095238095238,9.445809445809443,104,78.75,24.25,12925,1861,3.966666666666667,8,0,1343.75,8,3,1,1,1
118,Competitive,1,6,0,2,2,1,3,2,3.375,2061.5608597530345,56995.73006999395,97,80.0,4.0,4622,1365,1.1500000000000001,21,2,3387.5,8,5,0,1,1
119,Competitive,3,5,1,2,2,1,3,2,3.25,4159.205656296438,118188.90377470621,104,90.0,12.666666666666666,6420,1063,1.383333333333333,11,3,3812.5,8,4,0,1,1
120,Competitive,1,5,0,3,0,1,6,1,4.267857142857143,737.5956281550349,21003.063002828396,104,66.0,1.7,8196,2404,1.7,5,4,2587.5,7,5,2,3,1
121,Competitive,1,5,0,3,0,3,5,0,4.125,2172.7594987339944,51187.71728105899,103,84.0,0.3666666666666667,6827,3279,1.3800000000000001,19,1,2612.5,8,4,1,1,2
122,Competitive,1,5,0,3,0,0,5,3,4.375,7099.037786533385,191351.41783804062,104,63.0,0.8666666666666667,8248,2023,1.4200000000000002,5,4,4237.5,8,5,0,1,2
123,Competitive,1,6,0,2,4,1,1,2,3.375,7630.049241447619,319851.76981609897,102,77.5,0.0,7662,3456,1.3166666666666667,9,2,2600.0,8,3,1,0,2
124,Competitive,1,5,1,2,2,3,1,2,3.0,8058.5994881382485,332974.0267346806,86,81.0,13.333333333333334,5326,2045,3.1166666666666667,9,3,1893.75,8,4,2,1,2
125,Competitive,1,5,1,2,1,2,3,2,3.25,7101.9738219209785,166130.0968557994,101,66.0,10.0,6863,834,1.2666666666666668,11,2,4068.75,8,3,1,0,2
126,Competitive,2,5,1,2,2,3,1,2,2.875,2727.4917123251157,109874.80383376648,102,102.0,10.0,6134,2388,1.4166666666666667,12,1,2687.5,8,3,1,0,2
127,Competitive,3,7,0,1,4,1,1,2,4.125,0.0,0.0,94,83.57142857142857,0.0,6384,2849,1.5714285714285714,27,2,2625.0,8,4,0,0,1
128,Competitive,1,7,0,1,3,1,4,0,4.25,0.0,0.0,95,70.71428571428571,6.0,9966,1624,1.6,14,1,3393.75,8,6,1,1,0
129,Competitive,1,5,1,2,2,4,2,0,4.375,12.797217868062077,219.5173881715194,103,66.0,11.333333333333334,9650,3229,1.5666666666666667,9,1,2662.5,8,4,1,1,1
130,Competitive,3,5,0,3,2,1,4,1,4.625,1175.9797096802865,32120.148272161532,102,81.0,3.6999999999999997,8107,2886,1.34,28,1,2506.25,8,7,1,1,1
131,Competitive,1,5,1,2,1,4,3,0,4.5,0.0,0.0,104,66.0,21.333333333333332,8403,1925,2.85,9,1,2775.0,8,4,0,2,0
132,Competitive,3,6,0,2,0,0,7,1,4.0,684.8073681372763,20769.112920622523,62,70.0,0.5,5764,812,1.2833333333333334,20,4,3100.0,8,5,1,1,1
133,Fun Deck,2,5,0,3,0,3,2,3,3.75,10102.431080538512,400532.09159749874,67,57.0,0.0,3576,1437,1.3,5,4,3581.25,8,6,1,0,3
134,Competitive,2,6,0,2,3,1,3,1,3.625,1530.834704274433,39908.64629042653,103,82.5,0.0,7353,1959,1.2333333333333332,16,1,2893.75,8,4,1,0,2
135,Competitive,1,8,0,0,1,2,1,4,4.0,0.0,0.0,70,78.75,0.0,6502,1585,1.3625,23,4,2987.5,8,3,0,0,0
136,Competitive,1,6,0,2,3,1,2,2,4.125,0.0,0.0,103,62.5,0.75,7492,2708,1.9500000000000002,12,2,3600.0,8,4,1,0,2
137,Competitive,2,7,0,1,2,2,3,1,4.125,0.0,0.0,77,75.0,0.0,8284,1564,1.042857142857143,17,2,2781.25,8,4,1,0,1
138,Competitive,1,6,0,2,2,1,3,2,3.875,26569.219251577368,703286.644044361,104,72.5,4.0,9364,2322,1.2166666666666666,8,4,2031.25,8,4,1,2,0
139,Competitive,1,7,1,0,1,2,4,1,4.125,0.0,0.0,104,68.57142857142857,49.0,10563,1512,1.9125,27,3,2406.25,8,2,1,0,0
140,Competitive,3,5,1,2,2,3,1,2,3.875,4911.091110466204,181321.60795003246,98,69.0,16.333333333333332,7319,1995,2.4833333333333334,28,1,2425.0,8,3,1,0,2
141,Competitive,2,5,1,2,0,3,4,1,4.125,1267.1186705857767,26092.517325187342,104,60.0,19.0,11925,2136,2.766666666666667,5,2,3062.5,8,3,1,1,1
142,Competitive,3,6,0,2,1,2,0,5,3.875,4368.277595251177,151345.919894962,99,70.0,0.0,8688,2349,1.3,7,5,2918.75,8,4,1,0,2
143,Competitive,1,6,0,2,0,5,1,2,3.75,7558.546327145177,316721.01862816536,104,85.0,0.0,7926,3328,1.5,20,1,2525.0,8,3,1,0,2
144,Competitive,1,4,1,3,1,3,2,2,3.5,12620.203702879493,366067.53356465284,101,82.5,7.5,5013,3006,1.3199999999999998,10,2,3743.75,8,4,1,0,3
145,Competitive,2,5,2,1,1,5,1,1,4.625,0.0,0.0,103,63.0,29.666666666666668,15223,2282,3.514285714285714,5,3,1637.5,8,2,1,0,1
146,Competitive,3,5,1,2,3,3,1,1,4.125,1905.0596958630333,71881.4134212505,104,78.0,16.333333333333332,9464,3153,2.533333333333333,11,2,1737.5,8,4,1,1,1
147,Competitive,1,4,0,4,2,1,5,0,4.375,2065.4512807983524,54128.20086465098,104,56.25,0.65,10829,2565,1.4,4,2,3000.0,8,5,0,2,2
148,Competitive,3,5,0,3,1,0,3,4,3.625,4136.334540387474,125977.31810921768,77,63.0,0.0,4773,2209,1.58,19,4,3187.5,8,3,0,1,2
149,Competitive,2,7,0,1,0,2,4,2,4.5,1036.8210033040884,23646.61440393109,103,70.71428571428571,1.0,14060,3371,1.8714285714285717,7,3,2593.75,8,5,3,1,0
150,Competitive,1,5,0,3,2,2,3,1,4.125,2181.1831627868464,71569.45900989778,104,63.0,0.0,11502,3282,1.6400000000000001,5,1,2775.0,8,2,0,0,3
151,Competitive,1,5,1,2,3,4,0,1,2.625,78921.74504339758,3243635.422148734,91,87.0,10.0,5075,1850,1.2333333333333332,7,2,2806.25,8,4,2,0,2
152,Competitive,1,6,0,2,1,3,3,1,4.553571428571429,0.0,0.0,104,67.5,0.75,8423,2817,1.5833333333333333,12,1,2843.75,7,3,2,1,2
153,Competitive,1,6,0,2,5,1,0,2,3.75,1541.0769104335996,40956.56916176983,104,92.5,0.0,7990,2504,1.4166666666666667,15,2,2387.5,8,4,1,1,1
154,Fun Deck,2,6,0,2,0,3,4,1,4.125,2680.076298469993,109227.42372863422,62,55.0,0.0,7905,1904,1.5666666666666667,6,4,2687.5,8,3,1,0,2
155,Competitive,3,5,1,2,1,2,3,2,4.125,1028.7332611430184,23924.735705221614,89,72.0,12.0,8858,1214,1.1166666666666667,24,2,3112.5,8,4,0,1,1
156,Competitive,1,4,1,3,0,1,6,1,4.5,6687.010207642045,170369.2615953331,104,63.75,5.65,10970,1641,3.5200000000000005,4,2,3543.75,8,5,1,1,2
157,Competitive,1,6,1,1,1,1,2,4,3.75,0.8882978723404256,8.070194816850071,104,80.0,24.5,10954,1839,2.0,16,4,1856.25,8,3,1,0,1
158,Competitive,1,5,1,2,2,3,2,1,3.875,4857.36277819383,169051.77478547007,104,69.0,10.0,9395,2599,1.0833333333333333,5,3,3537.5,8,3,1,0,2
159,Competitive,1,4,1,3,1,2,4,1,4.5,0.0,0.0,104,63.75,8.625,8999,1897,1.04,6,2,3725.0,8,5,0,1,2
160,Competitive,2,6,0,2,2,1,3,2,3.982142857142857,0.0,0.0,104,80.0,0.0,11196,2012,1.7166666666666668,10,4,2187.5,7,3,2,2,1
161,Competitive,1,5,0,3,3,1,3,1,3.125,28486.15336541036,1027163.1051525128,100,90.0,0.8666666666666667,5458,1502,1.0,7,2,2800.0,8,4,1,1,2
